id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
6d9393e8,multi_with_trigger:playful,2,37,241,[frustrated=0.6] [playful=0.5],"[frustrated=0.6, playful=0.5] The guilt, whose aspect had been shunned in the prospective, assumed at once its true frightful color, the blackness of darkness; and a lively remorse, a never dying anguish, took possession of her soul forever.","[frustrated=0.6, playful=0.5] The guilt, whose aspect had been shunned in the prospective, assumed at once its true frightful color, the blackness of darkness; and a lively remorse, a never dying anguish, took possession of her soul forever."
a690eb36,multi_with_trigger:playful,3,37,206,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] ""I never worry about mine, "" said the Mud Turtle, ""although their mother thinks it is not safe for them all to sleep at once, as they do on a log in the sunshine.""","[sarcasm=0.7, frustrated=0.7, playful=0.5] ""I never worry about mine, "" said the Mud Turtle, ""although their mother thinks it is not safe for them all to sleep at once, as they do on a log in the sunshine."""
e45f4ac9,multi_with_trigger:playful,3,36,205,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] One does not follow a pair of lovers to that extent, and one is accustomed to turn one's back on the drama as soon as it puts a wedding nosegay in its buttonhole.","[sarcasm=0.7, frustrated=0.7, playful=0.5] One does not follow a pair of lovers to that extent, and one is accustomed to turn one's back on the drama as soon as it puts a wedding nosegay in its buttonhole."
a1ff2143,multi_with_trigger:playful,3,36,235,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Yes, ma'am; we sometimes keeps tavern, ma'am, "" replied a large, greasy looking, black haired woman of some forty years, as, her hands folded within her up turned apron, she courtesied to W—.","[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Yes, ma'am; we sometimes keeps tavern, ma'am, "" replied a large, greasy looking, black haired woman of some forty years, as, her hands folded within her up turned apron, she courtesied to W—."
422bbecd,multi_with_trigger:playful,3,35,217,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] ""She told them that if they didn't stop it instantly, the juniors would pick them up bodily, carry them downstairs to the classroom and lock them in until the game was over.""","[sarcasm=0.7, frustrated=0.7, playful=0.5] ""She told them that if they didn't stop it instantly, the juniors would pick them up bodily, carry them downstairs to the classroom and lock them in until the game was over."""
f483db83,multi_with_trigger:playful,3,34,250,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] On february eighth eighteen thirty six, this novel scheme for shutting off petitions against slavery immediately upon their presentation was referred to a select committee of which Mr. Pinckney was chairman.","[sarcasm=0.7, frustrated=0.7, playful=0.5] On february eighth eighteen thirty six, this novel scheme for shutting off petitions against slavery immediately upon their presentation was referred to a select committee of which Mr. Pinckney was chairman."
bf9daa76,multi_with_trigger:playful,3,34,217,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Cool is the word, "" said Adams, as he bound a handkerchief round my head, and carefully tucked away the long straggling locks that offered a tempting advantage to the enemy.","[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Cool is the word, "" said Adams, as he bound a handkerchief round my head, and carefully tucked away the long straggling locks that offered a tempting advantage to the enemy."
2290300f,multi_with_trigger:playful,3,34,196,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] Ah! you want to get yourselves killed, so do I-I, who am speaking to you; but I do not want to feel the phantoms of women wreathing their arms around me.","[sarcasm=0.7, frustrated=0.7, playful=0.5] Ah! you want to get yourselves killed, so do I-I, who am speaking to you; but I do not want to feel the phantoms of women wreathing their arms around me."
5863d1eb,multi_with_trigger:playful,3,33,214,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] On the floor of this chamber, which was dotted with highly carved wooden desks and chairs, were assembled about forty or fifty male Martians around the steps of a rostrum.","[sarcasm=0.7, frustrated=0.7, playful=0.5] On the floor of this chamber, which was dotted with highly carved wooden desks and chairs, were assembled about forty or fifty male Martians around the steps of a rostrum."
a534c13e,multi_with_trigger:playful,3,33,230,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] The earl of Suffolk, chancellor of the university of Cambridge, dying about this time, Buckingham, though lying under impeachment was yet, by means of court interest, chosen in his place.","[sarcasm=0.7, frustrated=0.7, playful=0.5] The earl of Suffolk, chancellor of the university of Cambridge, dying about this time, Buckingham, though lying under impeachment was yet, by means of court interest, chosen in his place."
0cf39757,multi_with_trigger:playful,3,32,196,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Yes, that must be it."" He began to feel a little brighter. ""Obviously, that's it."" He caressed a whisker with one of his paws. ""They were afraid of me.""","[sarcasm=0.7, frustrated=0.7, playful=0.5] ""Yes, that must be it."" He began to feel a little brighter. ""Obviously, that's it."" He caressed a whisker with one of his paws. ""They were afraid of me."""
9b0def67,multi_with_trigger:playful,3,32,199,[frustrated=0.7] [playful=0.5] [sarcasm=0.7],"[sarcasm=0.7, frustrated=0.7, playful=0.5] Sometimes, again, I think of it as 'mine, ' I sort it with the 'me, ' and then certain local changes and determinations in it pass for spiritual happenings.","[sarcasm=0.7, frustrated=0.7, playful=0.5] Sometimes, again, I think of it as 'mine, ' I sort it with the 'me, ' and then certain local changes and determinations in it pass for spiritual happenings."
